pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16
-4.848906369081604,-1.6539709306492323,-3.1227238308257217,0.8557203579405798,1.6558319879217829,2.27810012938271,-1.0772679850900322,-0.2483759830630242,0.13470967730381264,-1.566373952005917,-0.13874067871165366,0.9984869632838846,-0.6088807377528103,0.12185344393447359,-0.11478628754451721,-0.6879657480102751,0.9230472172795356
-0.15351659865025222,1.1161897990122611,0.41551188847953985,1.3533933566930119,-2.2125907160800624,0.7032790507827504,-1.1131962634275514,-0.20889251156182406,-1.4747688358559852,-1.0080458251374198,0.3382072599550168,-0.21162947325429732,-0.054358667766684805,0.11611587136436587,0.10652195444072549,0.36072742163622246,0.09768724423259713
-2.2762401021697447,-0.21856708391775487,-0.2754295877036659,1.0715126605940894,-0.5775596524485509,1.6620685873013994,-1.325944775553724,-0.1886038728411269,2.082044303709809,0.4794429878462054,0.7725534458000385,-0.25234756064397673,-1.7492644771510117,-0.08087614059699634,-0.23811506317253467,0.09340628487345966,-0.004813608228504283
1.961258919559845,-1.7249707229464313,-2.3764592815142738,-0.9284129143167559,-0.06021081597224182,0.5853743559976984,-0.9494130867636955,0.28140744195416845,-0.5775371555108961,-0.22892787847005436,0.8859608979409463,-0.9477860252147536,0.47514489971488044,0.2699074525764174,-0.013162564295003922,1.2533644333847835,-0.3500130703754355
5.0071198052185135,0.853254327173627,-0.9930750180438278,2.078936506698393,0.6092229841300549,0.29849113152205337,-1.0108440739099511,1.3685277224914218,1.4918361819853665,0.972740065247984,-1.7062036981022792,3.116210568469662,-0.8697859180611797,0.23388983199259405,-0.627643155934493,-1.3042189530371175,-1.06155169520069
-3.676462149892893,1.0878617956589667,-0.47613780315929666,0.6561448122075041,1.4497155788753424,2.0522421508238518,-0.39637089446822044,-0.3001276668098206,-0.5958222570233229,0.817940731030845,-0.2400376274398187,-0.5211781916657396,-0.5397165131951466,-0.09090564748551865,-0.1730661538967583,-0.037991330912257426,-1.6316981977010094
2.631437646701067,-0.18983389394841724,2.1953487369902907,0.42967281101110705,-0.37175643952504217,0.44092152906662757,-0.32644151949824757,-0.2987079647478887,0.5741648126059761,-0.18095361061373308,1.2682988823216408,0.15484069641935247,0.4311269290692863,0.10148208545814957,0.8603734770716411,0.7443746211463623,0.5637060305871228
-3.3880834470254055,1.0461171039345754,0.7906148258764673,-2.553635034237575,-1.1361831634509765,-2.3923228964673,-0.7450802722856023,-0.231611441938081,-0.6996069704770059,0.07245955663098697,0.1509501219404896,0.02343018386491979,-0.24909474473427134,0.23541292314317738,0.7668333590596144,0.7156146596962049,-1.6818650491871778
3.197250487471913,-1.0362915001250048,-1.4880567618006644,0.31495216329641884,0.3404198153849733,0.23855962378989853,2.0825243037517964,-0.22889599491349688,-0.7057469276491225,1.2542192348628909,0.5432124585535927,-1.2357865359435598,-0.21661986834541655,0.14412489102432935,-1.3995002089688724,-0.679220933851286,-0.4676715044759084
-1.8028796604291486,0.8234380484872177,2.3378331045328893,-0.32246436964487124,-1.0071410221171118,-0.9598031852159528,-0.9985128573596295,0.81430190664346,2.037956015780033,-0.7125652536073329,-1.0762326170919176,-0.5161230407316839,1.9391025635537178,-0.423250138203576,-1.0268362140447134,0.2076597875696631,0.7668724290633151
